date,league,home,away,home_odds,away_odds,prediction,confidence,result,h_score,a_score
Bitti,NBA,Rockets,Pacers,1.3,3.57,🔥 BANKO: MS 1 [STAKE %6.6],0,won,126,119
Bitti,NBA,Thunder,Hawks,1.05,12.0,🔥 BANKO: MS 1,78,won,140,129
Bitti,NBA,Spurs,Cavaliers,1.2,4.55,💎 KASA: MS 1 [STAKE %8.5],0,lost,101,113
Bitti/OT,NBA,Raptors,Warriors,1.5,2.6,MS 1 [STAKE %4.7],0,won,141,127
Bitti,NBA,Thunder,76ers,1.05,12.0,🔥 BANKO: MS 1,77,won,129,104
Bitti,NBA,Clippers,Pistons,2.68,1.48,MS 2 [STAKE %14.6],0,lost,112,99
Bitti,NBA,Lakers,Kings,1.3,3.57,🔥 BANKO: MS 1 [STAKE %6.6],0,won,125,101
FT,Serie A,Torino,Lecce,2.84,1.43,MS 2 [STAKE %11.9],0,lost,1,0
FT,Premier League,Wolverhampton Wanderers,AFC Bournemouth,12.0,1.05,🔥 BANKO: MS 2 [STAKE %19.5],0,won,0,2
FT,La Liga,Real Oviedo,Girona,6.35,1.12,MS 2 [STAKE %16.1],0,lost,1,0
FT,La Liga,Osasuna,Villarreal,2.72,1.47,MS 2 [STAKE %14.7],0,lost,2,2
FT,Serie A,Pisa,Sassuolo,12.0,1.05,💎 KASA: MS 2 [STAKE %23.6],0,won,1,3
FT,Serie A,Cagliari,Hellas Verona,2.84,1.43,MS 2 [STAKE %11.9],0,lost,4,0
FT,Ligue 1,Lens,Le Havre AC,1.15,5.44,💎 KASA: MS 1 [STAKE %9.7],0,won,1,0
FT,Süper Lig,Kasimpasa,Samsunspor,5.77,1.14,MS 2 [STAKE %15.3],0,won,0,1
FT,Europa League,Aston Villa,RB Salzburg,1.05,12.0,💎 KASA: MS 1 [STAKE %4.0],0,won,3,2
FT,Europa League,FC Midtjylland,Dinamo Zagreb,1.15,5.44,💎 KASA: MS 1 [STAKE %9.7],0,won,2,0
FT,Europa League,Lyon,PAOK Salonika,1.05,12.0,💎 KASA: MS 1 [STAKE %4.0],0,won,4,2
FT,Europa League,Maccabi Tel-Aviv,Bologna,12.0,1.05,💎 KASA: MS 2 [STAKE %20.9],0,won,0,3
FT,Serie A,Torino,Lecce,2.84,1.43,MS 2 [STAKE %11.9],0,lost,1,0
FT,Premier League,Wolverhampton Wanderers,AFC Bournemouth,12.0,1.05,🔥 BANKO: MS 2 [STAKE %19.5],0,won,0,2
FT,La Liga,Real Oviedo,Girona,6.35,1.12,MS 2 [STAKE %16.1],0,lost,1,0
FT,La Liga,Osasuna,Villarreal,2.72,1.47,MS 2 [STAKE %14.7],0,lost,2,2
FT,Serie A,Pisa,Sassuolo,12.0,1.05,💎 KASA: MS 2 [STAKE %23.6],0,won,1,3
FT,Serie A,Cagliari,Hellas Verona,2.84,1.43,MS 2 [STAKE %11.9],0,lost,4,0
FT,Ligue 1,Lens,Le Havre AC,1.15,5.44,💎 KASA: MS 1 [STAKE %9.7],0,won,1,0
FT,Süper Lig,Kasimpasa,Samsunspor,5.77,1.14,MS 2 [STAKE %15.3],0,won,0,1
FT,Eredivisie,NAC Breda,FC Twente,6.06,1.13,MS 2 [STAKE %15.7],0,lost,2,2
FT,Championship,Sheffield Wednesday,Wrexham,12.0,1.05,🔥 BANKO: MS 2 [STAKE %19.8],0,won,0,1
FT,Serie B,Empoli,Modena,2.72,1.47,MS 2 [STAKE %14.7],0,lost,0,0
FT,Serie B,US Avellino,Cesena,2.72,1.47,MS 2 [STAKE %14.7],0,lost,3,1
FT,Serie B,Virtus Entella,Frosinone,4.76,1.19,MS 2 [STAKE %13.9],0,lost,1,1
FT,Serie B,Pescara,Mantova,9.52,1.06,💎 KASA: MS 2 [STAKE %22.2],0,lost,2,2
FT,Serie B,Bari,Palermo,4.76,1.19,MS 2 [STAKE %13.9],0,won,0,3
FT,Belgian Pro League,Cercle Brugge KSV,Antwerp,4.98,1.18,MS 2 [STAKE %14.1],0,won,0,4
FT,Belgian Pro League,Zulte-Waregem,KVC Westerlo,3.32,1.34,MS 2 [STAKE %14.6],0,won,0,1
FT,Europa League,Aston Villa,RB Salzburg,1.05,12.0,💎 KASA: MS 1 [STAKE %4.0],0,won,3,2
FT,Europa League,FC Midtjylland,Dinamo Zagreb,1.15,5.44,💎 KASA: MS 1 [STAKE %9.7],0,won,2,0
FT,Europa League,Lyon,PAOK Salonika,1.05,12.0,💎 KASA: MS 1 [STAKE %4.0],0,won,4,2
FT,Europa League,Maccabi Tel-Aviv,Bologna,12.0,1.05,💎 KASA: MS 2 [STAKE %20.9],0,won,0,3
FT,Premier League,Sunderland,Burnley,2.31,1.62,💎 KASA: MS 2 [STAKE %6.5],0,lost,3,0
FT,La Liga,Mallorca,Sevilla,3.17,1.36,💎 KASA: MS 2 [STAKE %8.6],0,lost,4,1
FT,Serie A,Bologna,AC Milan,2.49,1.54,💎 KASA: MS 2 [STAKE %8.7],0,won,0,3
FT,Serie A,Udinese,AS Roma,2.21,1.67,💎 KASA: MS 2 [STAKE %4.9],0,lost,1,0
Bitti,NBA,Pistons,Nuggets,1.15,5.62,💎 KASA: MS 1 [STAKE %11.6],0,won,124,121
Bitti,NBA,Pacers,Jazz,3.4,1.32,💎 KASA: MS 2 [STAKE %9.4],0,won,122,131
Bitti,NBA,Wizards,Knicks,3.26,1.34,💎 KASA: MS 2 [STAKE %8.8],0,won,101,132
Bitti,NBA,Nets,Lakers,3.26,1.34,💎 KASA: MS 2 [STAKE %8.8],0,won,109,125
Bitti,NBA,Thunder,Magic,1.1,6.94,💎 KASA: MS 1,86,won,128,92
Bitti,NBA,Pacers,Rockets,3.33,1.33,💎 KASA: MS 2 [STAKE %9.3],0,won,114,118
FT,Premier League,Sunderland,Burnley,2.31,1.62,💎 KASA: MS 2 [STAKE %6.5],0,lost,3,0
FT,La Liga,Mallorca,Sevilla,3.17,1.36,💎 KASA: MS 2 [STAKE %8.6],0,lost,4,1
FT,Serie A,Bologna,AC Milan,2.49,1.54,💎 KASA: MS 2 [STAKE %8.7],0,won,0,3
FT,Serie A,Udinese,AS Roma,2.21,1.67,💎 KASA: MS 2 [STAKE %4.9],0,lost,1,0
Bitti,NBA,Pistons,Nuggets,1.15,5.62,💎 KASA: MS 1 [STAKE %11.6],0,won,124,121
Bitti,NBA,Pacers,Jazz,3.4,1.32,💎 KASA: MS 2 [STAKE %9.4],0,won,122,131
Bitti,NBA,Wizards,Knicks,3.26,1.34,💎 KASA: MS 2 [STAKE %8.8],0,won,101,132
Bitti,NBA,Nets,Lakers,3.26,1.34,💎 KASA: MS 2 [STAKE %8.8],0,won,109,125
Bitti,NBA,Thunder,Magic,1.1,6.94,💎 KASA: MS 1,86,won,128,92
Bitti,NBA,Pacers,Rockets,3.33,1.33,💎 KASA: MS 2 [STAKE %9.3],0,won,114,118
FT,Premier League,Sunderland,Burnley,2.31,1.62,💎 KASA: MS 2 [STAKE %6.5],0,lost,3,0
FT,La Liga,Mallorca,Sevilla,3.17,1.36,💎 KASA: MS 2 [STAKE %8.6],0,lost,4,1
FT,Serie A,Bologna,AC Milan,2.49,1.54,💎 KASA: MS 2 [STAKE %8.7],0,won,0,3
FT,Serie A,Udinese,AS Roma,2.21,1.67,💎 KASA: MS 2 [STAKE %4.9],0,lost,1,0
FT,Süper Lig,Kocaelispor,Fenerbahce,2.89,1.42,💎 KASA: MS 2 [STAKE %6.7],0,won,0,2
FT,Primeira Liga,AVS,Braga,12.0,1.05,💎 KASA: MS 2 [STAKE %20.9],0,won,0,4
FT,Primeira Liga,Casa Pia,FC Porto,4.33,1.22,💎 KASA: MS 2 [STAKE %13.0],0,lost,2,1
FT,Championship,Blackburn Rovers,Sheffield Wednesday,3.25,1.35,💎 KASA: MS 2 [STAKE %14.2],0,lost,1,0
Postponed,Championship,Portsmouth,Ipswich Town,3.34,1.33,💎 KASA: MS 2 [STAKE %14.7],0,lost,0,0
Bitti,NBA,Pistons,Nuggets,1.15,5.62,💎 KASA: MS 1 [STAKE %11.6],0,won,124,121
Bitti,NBA,Pacers,Jazz,3.4,1.32,💎 KASA: MS 2 [STAKE %9.4],0,won,122,131
